query_id,split
test1603,validation
test2061,validation
test2868,validation
test321,validation
test2583,validation
test3226,validation
test1876,validation
test1687,validation
test499,validation
test1408,validation
test1380,validation
test3107,validation
test1400,validation
test2714,validation
test3027,validation
test1819,validation
test1122,validation
test53,validation
test3144,validation
test982,validation
test118,validation
test1462,validation
test2649,validation
test3333,validation
test905,validation
test2497,validation
test2331,validation
test2467,validation
test2257,validation
test1141,validation
test1677,validation
test415,validation
test784,validation
test3163,validation
test1815,validation
test1768,validation
test56,validation
test550,validation
test684,validation
test2608,validation
test1852,validation
test26,validation
test1998,validation
test331,validation
test3287,validation
test1200,validation
test2671,validation
test369,validation
test2489,validation
test1219,validation
test2622,validation
test633,validation
test3332,validation
test885,validation
test246,validation
test1155,validation
test3091,validation
test1354,validation
test1908,validation
test1489,validation
test402,validation
test2509,validation
test2943,validation
test2652,validation
test530,validation
test3440,validation
test713,validation
test407,validation
test2650,validation
test2641,validation
test267,validation
test1932,validation
test1436,validation
test884,validation
test1538,validation
test2153,validation
test966,validation
test3402,validation
test547,validation
test1633,validation
test1184,validation
test1279,validation
test1785,validation
test276,validation
test1675,validation
test3318,validation
test3350,validation
test2865,validation
test3304,validation
test2303,validation
test2028,validation
test3393,validation
test2690,validation
test2779,validation
test65,validation
test987,validation
test2619,validation
test62,validation
test519,validation
test498,validation
test1094,validation
test1135,validation
test1997,validation
test1284,validation
test86,validation
test978,validation
test453,validation
test312,validation
test2372,validation
test2152,validation
test3432,validation
test2655,validation
test534,validation
test2003,validation
test1356,validation
test3164,validation
test2404,validation
test3291,validation
test2263,validation
test811,validation
test2523,validation
test1516,validation
test2624,validation
test1005,validation
test395,validation
test3005,validation
test2370,validation
test1407,validation
test2168,validation
test1739,validation
test2539,validation
test242,validation
test1937,validation
test1511,validation
test6,validation
test3175,validation
test1863,validation
test3361,validation
test2132,validation
test546,validation
test2874,validation
test2756,validation
test3329,validation
test766,validation
test799,validation
test2986,validation
test2940,validation
test1912,validation
test1096,validation
test710,validation
test1734,validation
test1576,validation
test179,validation
test2419,validation
test1980,validation
test3305,validation
test2907,validation
test719,validation
test1835,validation
test288,validation
test3207,validation
test1871,validation
test1606,validation
test1890,validation
test760,validation
test2929,validation
test996,validation
test2197,validation
test3216,validation
test1791,validation
test2892,validation
test2246,validation
test1946,validation
test1258,validation
test1263,validation
test1771,validation
test644,validation
test1048,validation
test2683,validation
test2298,validation
test2154,validation
test1479,validation
test512,validation
test2491,validation
test3126,validation
test206,validation
test1858,validation
test2359,validation
test2355,validation
test1758,validation
test2203,validation
test383,validation
test3079,validation
test883,validation
test1825,validation
test2441,validation
test3380,validation
test1296,validation
test2579,validation
test1989,validation
test3341,validation
test1736,validation
test837,validation
test925,validation
test2384,validation
test3297,validation
test338,validation
test3112,validation
test1999,validation
test1828,validation
test149,validation
test3409,validation
test3013,validation
test1150,validation
test2565,validation
test1938,validation
test2647,validation
test2754,validation
test37,validation
test2470,validation
test2733,validation
test3328,validation
test1592,validation
test2030,validation
test701,validation
test2122,validation
test2846,validation
test1285,validation
test3230,validation
test77,validation
test565,validation
test1760,validation
test2234,validation
test1160,validation
test16,validation
test3308,validation
test2712,validation
test748,validation
test2468,validation
test942,validation
test293,validation
test1976,validation
test1390,validation
test500,validation
test469,validation
test916,validation
test1026,validation
test264,validation
test2379,validation
test2810,validation
test876,validation
test723,validation
test2459,validation
test2347,validation
test1656,validation
test3410,validation
test1684,validation
test2688,validation
test3295,validation
test1032,validation
test2850,validation
test2769,validation
test3375,validation
test349,validation
test1106,validation
test2364,validation
test2937,validation
test2333,validation
test1419,validation
test2053,validation
test2532,validation
test1136,validation
test3290,validation
test583,validation
test2096,validation
test1849,validation
test2486,validation
test1020,validation
test1634,validation
test1088,validation
test802,validation
test1067,validation
test1651,validation
test1171,validation
test2796,validation
test2989,validation
test2873,validation
test1439,validation
test2546,validation
test1239,validation
test431,validation
test2149,validation
test2115,validation
test3232,validation
test712,validation
test2277,validation
test2516,validation
test1425,validation
test1846,validation
test2160,validation
test1670,validation
test947,validation
test2771,validation
test1299,validation
test1963,validation
test460,validation
test3235,validation
test268,validation
test810,validation
test740,validation
test1181,validation
test2965,validation
test1441,validation
test3381,validation
test3316,validation
test423,validation
test1877,validation
test2296,validation
test1891,validation
test1588,validation
test2881,validation
test2857,validation
test998,validation
test2169,validation
test1595,validation
test410,validation
test2664,validation
test981,validation
test1985,validation
test2098,validation
test2522,validation
test823,validation
test44,validation
test3406,validation
test489,validation
test316,validation
test2402,validation
test1007,validation
test2507,validation
test1565,validation
test212,validation
test1487,validation
test1982,validation
test673,validation
test326,validation
test91,validation
test2150,validation
test2109,validation
test1884,validation
test215,validation
test1227,validation
test1540,validation
test1950,validation
test846,validation
test250,validation
test3064,validation
test1836,validation
test2738,validation
test2879,validation
test616,validation
test931,validation
test1778,validation
test737,validation
test342,validation
test1867,validation
test2548,validation
test1628,validation
test3155,validation
test1428,validation
test292,validation
test3057,validation
test3140,validation
test152,validation
test2975,validation
test272,validation
test1509,validation
test463,validation
test441,validation
test2770,validation
test1095,validation
test3421,validation
test471,validation
test1793,validation
test2703,validation
test295,validation
test1698,validation
test2554,validation
test1031,validation
test3195,validation
test1885,validation
test958,validation
test1983,validation
test3009,validation
test356,validation
test232,validation
test1502,validation
test274,validation
test3127,validation
test1560,validation
test2686,validation
test632,validation
test780,validation
test1194,validation
test455,validation
test2777,validation
test896,validation
test2679,validation
test184,validation
test815,validation
test1600,validation
test997,validation
test1325,validation
test378,validation
test581,validation
test2024,validation
test536,validation
test2742,validation
test1641,validation
test1918,validation
test2763,validation
test87,validation
test3202,validation
test1579,validation
test355,validation
test1404,validation
test2460,validation
test1233,validation
test2275,validation
test1940,validation
test2549,validation
test1745,validation
test580,validation
test1029,validation
test1358,validation
test3157,validation
test1218,validation
test1906,validation
test635,validation
test3357,validation
test1804,validation
test2677,validation
test3092,validation
test123,validation
test1910,validation
test552,validation
test1927,validation
test2159,validation
test2946,validation
test2380,validation
test3405,validation
test94,validation
test1996,validation
test1366,validation
test198,validation
test2636,validation
test452,validation
test2582,validation
test1186,validation
test2205,validation
test2254,validation
test3016,validation
test1494,validation
test2676,validation
test3251,validation
test2746,validation
test197,validation
test2222,validation
test2896,validation
test663,validation
test0,validation
test1347,validation
test1042,validation
test1977,validation
test1886,validation
test841,validation
test2701,validation
test2822,validation
test3070,validation
test2958,validation
test2661,validation
test1472,validation
test2119,validation
test3142,validation
test2035,validation
test504,validation
test173,validation
test3132,validation
test1229,validation
test2245,validation
test2520,validation
test1312,validation
test2485,validation
test202,validation
test1614,validation
test819,validation
test2039,validation
test361,validation
test1124,validation
test2072,validation
test2552,validation
test1769,validation
test3293,validation
test952,validation
test674,validation
test1260,validation
test880,validation
test2123,validation
test3151,validation
test3034,validation
test1112,validation
test3046,validation
test1097,validation
test2801,validation
test2540,validation
test3243,validation
test2074,validation
test946,validation
test1351,validation
test1893,validation
test443,validation
test2288,validation
test1430,validation
test1339,validation
test2638,validation
test798,validation
test971,validation
test1062,validation
test614,validation
test3284,validation
test3376,validation
test2342,validation
test1335,validation
test2223,validation
test2918,validation
test439,validation
test1973,validation
test808,validation
test776,validation
test1610,validation
test1241,validation
test3200,validation
test2179,validation
test540,validation
test2976,validation
test1272,validation
test2341,validation
test495,validation
test3413,validation
test2133,validation
test425,validation
test1693,validation
test928,validation
test3196,validation
test1093,validation
test2313,validation
test496,validation
test1529,validation
test82,validation
test2905,validation
test2585,validation
test379,validation
test2817,validation
test3102,validation
test1303,validation
test2886,validation
test1965,validation
test2833,validation
test2653,validation
test80,validation
test670,validation
test2760,validation
test2713,validation
test964,validation
test855,validation
test1491,validation
test2628,validation
test2708,validation
test1217,validation
test984,validation
test92,validation
test203,validation
test3029,validation
test51,validation
test736,validation
test1397,validation
test1960,validation
test1841,validation
test1557,validation
test1666,validation
test856,validation
test1016,validation
test2617,validation
test1461,validation
test1177,validation
test680,validation
test2584,validation
test3199,validation
test1608,validation
test336,validation
test1038,validation
test2311,validation
test2576,validation
test750,validation
test1581,validation
test3245,validation
test3106,validation
test2094,validation
test3116,validation
test3424,validation
test3001,validation
test2968,validation
test157,validation
test660,validation
test2678,validation
test58,validation
test2789,validation
test1587,validation
test1364,validation
test2397,validation
test308,validation
test1991,validation
test2057,validation
test1078,validation
test2366,validation
test350,validation
test1568,validation
test3054,validation
test164,validation
test1244,validation
test2488,validation
test262,validation
test2189,validation
test2329,validation
test853,validation
test2672,validation
test2824,validation
test1230,validation
test1102,validation
test1091,validation
test1725,validation
test667,validation
test3209,validation
test3296,validation
test3435,validation
test3178,validation
test1577,validation
test1276,validation
test1495,validation
test93,validation
test2433,validation
test938,validation
test934,validation
test3198,validation
test258,validation
test3428,validation
test2295,validation
test2386,validation
test345,validation
test3044,validation
test1204,validation
test1481,validation
test2500,validation
test2438,validation
test3203,validation
test2581,validation
test1037,validation
test1970,validation
test2453,validation
test3327,validation
test1480,validation
test2812,validation
test1022,validation
test3090,validation
test2949,validation
test3149,validation
test3447,validation
test1897,validation
test2542,validation
test3007,validation
test1470,validation
test1269,validation
test1395,validation
test1967,validation
test1051,validation
test2942,validation
test3173,validation
test2121,validation
test1063,validation
test2125,validation
test2735,validation
test3036,validation
test2374,validation
test1014,validation
test1189,validation
test1391,validation
test1282,validation
test1089,validation
test2226,validation
test2983,validation
test1749,validation
test194,validation
test1800,validation
test2176,validation
test1707,validation
test1944,validation
test2711,validation
test2935,validation
test3139,validation
test1570,validation
test265,validation
test1539,validation
test1716,validation
test340,validation
test1433,validation
test1727,validation
test2177,validation
test2614,validation
test648,validation
test1533,validation
test1728,validation
test1753,validation
test1637,validation
test12,validation
test2916,validation
test2826,validation
test865,validation
test2461,validation
test1169,validation
test2906,validation
test1513,validation
test1869,validation
test2229,validation
test1617,validation
test1330,validation
test1349,validation
test615,validation
test2140,validation
test2914,validation
test888,validation
test2893,validation
test2871,validation
test833,validation
test374,validation
test1748,validation
test3411,validation
test1618,validation
test2561,validation
test1389,validation
test919,validation
test537,validation
test2505,validation
test2022,validation
test2864,validation
test1782,validation
test354,validation
test2665,validation
test986,validation
test2240,validation
test2310,validation
test1955,validation
test2515,validation
test1331,validation
test3071,validation
test477,validation
test656,validation
test3158,validation
test1594,validation
test607,validation
test1313,validation
test1645,validation
test1201,validation
test2722,validation
test480,validation
test1440,validation
test729,validation
test2434,validation
test2442,validation
test2206,validation
test759,validation
test693,validation
test513,validation
test541,validation
test2794,validation
test19,validation
test1690,validation
test2065,validation
test9,validation
test2651,validation
test973,validation
test2744,validation
test1741,validation
test2266,validation
test1680,validation
test2335,validation
test2027,validation
test2982,validation
test3345,validation
test3081,validation
test2128,validation
test1162,validation
test1332,validation
test2273,validation
test2700,validation
test2038,validation
test657,validation
test3325,validation
test2090,validation
test151,validation
test3431,validation
test1268,validation
test1271,validation
test3392,validation
test932,validation
test1992,validation
test2783,validation
test3082,validation
test414,validation
test2764,validation
test662,validation
test2803,validation
test2157,validation
test42,validation
test3277,validation
test1899,validation
test18,validation
test535,validation
test2172,validation
test3285,validation
test3398,validation
test1681,validation
test532,validation
test2979,validation
test1143,validation
test582,validation
test1371,validation
test2819,validation
test1197,validation
test1647,validation
test754,validation
test1840,validation
test408,validation
test1685,validation
test569,validation
test102,validation
test3002,validation
test2821,validation
test1023,validation
test3074,validation
test96,validation
test2717,validation
test168,validation
test1199,validation
test2597,validation
test1572,validation
test681,validation
test1708,validation
test1762,validation
test492,validation
test160,validation
test1508,validation
test2265,validation
test114,validation
test3418,validation
test2543,validation
test2928,validation
test3292,validation
test2444,validation
test1115,validation
test849,validation
test139,validation
test458,validation
test2530,validation
test506,validation
test2248,validation
test2604,validation
test3225,validation
test1512,validation
test2199,validation
test2231,validation
test2602,validation
test1697,validation
test2020,validation
test2930,validation
test3388,validation
test2600,validation
test2411,validation
test3073,validation
test3055,validation
test115,validation
test2682,validation
test2130,validation
test60,validation
test409,validation
test1873,validation
test1987,validation
test1415,validation
test1822,validation
test1132,validation
test3030,validation
test3010,validation
test1949,validation
test70,validation
test1030,validation
test724,validation
test1369,validation
test597,validation
test1928,validation
test45,validation
test240,validation
test17,validation
test2007,validation
test877,validation
test1814,validation
test2800,validation
test2008,validation
test323,validation
test650,validation
test2239,validation
test1931,validation
test481,validation
test3189,validation
test1602,validation
test390,validation
test771,validation
test172,validation
test236,validation
test130,validation
test1642,validation
test3012,validation
test2537,validation
test2052,validation
test727,validation
test2518,validation
test1452,validation
test3309,validation
test1324,validation
test1113,validation
test619,validation
test138,validation
test1308,validation
test2780,validation
test3272,validation
test459,validation
test3450,validation
test1607,validation
test2095,validation
test2076,validation
test2305,validation
test1175,validation
test29,validation
test566,validation
test3359,validation
test2431,validation
test1866,validation
test968,validation
test2926,validation
test35,validation
test2981,validation
test2055,validation
test2635,validation
test2861,validation
test2685,validation
test2314,validation
test912,validation
test1724,validation
test2325,validation
test2534,validation
test303,validation
test3355,validation
test1524,validation
test1653,validation
test1159,validation
test2183,validation
test3229,validation
test183,validation
test2993,validation
test2786,validation
test2521,validation
test609,validation
test2595,validation
test2538,validation
test3270,validation
test3028,validation
test2961,validation
test2416,validation
test2753,validation
test3294,validation
test2632,validation
test313,validation
test2348,validation
test3063,validation
test2493,validation
test2375,validation
test2593,validation
test24,validation
test3197,validation
test1701,validation
test1328,validation
test474,validation
test2870,validation
test1073,validation
test908,validation
test283,validation
test2437,validation
test951,validation
test2406,validation
test1776,validation
test254,validation
test857,validation
test2560,validation
test299,validation
test1215,validation
test1564,validation
test3182,validation
test560,validation
test2312,validation
test1611,validation
test1077,validation
test665,validation
test3033,validation
test2345,validation
test144,validation
test909,validation
test779,validation
test69,validation
test2533,validation
test1179,validation
test1598,validation
test1287,validation
test2569,validation
test3330,validation
test1954,validation
test2699,validation
test1546,validation
test1545,validation
test2481,validation
test63,validation
test2145,validation
test3160,validation
test2421,validation
test2164,validation
test1410,validation
test284,validation
test2659,validation
test1880,validation
test1655,validation
test756,validation
test1722,validation
test768,validation
test844,validation
test3407,validation
test1222,validation
test473,validation
test1355,validation
test3417,validation
test594,validation
test1676,validation
test2640,validation
test2156,validation
test1541,validation
test2042,validation
test763,validation
test2357,validation
test2599,validation
test1501,validation
test2956,validation
test2912,validation
test1017,validation
test2848,validation
test2490,validation
test3367,validation
test3078,validation
test3394,validation
test3109,validation
test834,validation
test2336,validation
test706,validation
test3263,validation
test3433,validation
test1374,validation
test2230,validation
test1379,validation
test638,validation
test858,validation
test2592,validation
test219,validation
test1298,validation
test2784,validation
test618,validation
test3344,validation
test2232,validation
test551,validation
test2044,validation
test2068,validation
test1789,validation
test3191,validation
test2681,validation
test1620,validation
test2950,validation
test765,validation
test1128,validation
test1413,validation
test74,validation
test1720,validation
test1255,validation
test553,validation
test1531,validation
test2017,validation
test2151,validation
test2927,validation
test897,validation
test3427,validation
test1573,validation
test359,validation
test2129,validation
test939,validation
test1959,validation
test1665,validation
test1499,validation
test2487,validation
test300,validation
test1211,validation
test2737,validation
test503,validation
test2302,validation
test2859,validation
test328,validation
test2134,validation
test2594,validation
test972,validation
test1990,validation
test525,validation
test2517,validation
test2501,validation
test679,validation
test2925,validation
test2216,validation
test1058,validation
test694,validation
test1286,validation
test1842,validation
test516,validation
test1755,validation
test1767,validation
test1774,validation
test88,validation
test1188,validation
test1703,validation
test2010,validation
test2452,validation
test448,validation
test1003,validation
test2721,validation
test3437,validation
test73,validation
test591,validation
test57,validation
test193,validation
test132,validation
test1392,validation
test2492,validation
test622,validation
test281,validation
test182,validation
test2511,validation
test576,validation
test596,validation
test1125,validation
test2795,validation
test3385,validation
test47,validation
test2200,validation
test839,validation
test1399,validation
test2332,validation
test360,validation
test921,validation
test2060,validation
test1773,validation
test625,validation
test2258,validation
test3430,validation
test2834,validation
test2476,validation
test2625,validation
test3170,validation
test133,validation
test3401,validation
test1454,validation
test882,validation
test1154,validation
test1010,validation
test1900,validation
test870,validation
test11,validation
test2443,validation
test2204,validation
test22,validation
test790,validation
test1055,validation
test3371,validation
test2054,validation
test1225,validation
test3443,validation
test2088,validation
test804,validation
test2900,validation
test2063,validation
test812,validation
test1498,validation
test920,validation
test2957,validation
test3056,validation
test2224,validation
test1,validation
test1305,validation
test1838,validation
test830,validation
test814,validation
test1586,validation
test140,validation
test1696,validation
test2051,validation
test2250,validation
test1372,validation
test507,validation
test3110,validation
test1483,validation
test1569,validation
test436,validation
test1604,validation
test1921,validation
test1367,validation
test376,validation
test913,validation
test306,validation
test196,validation
test903,validation
test380,validation
test3253,validation
test3045,validation
test953,validation
test879,validation
test601,validation
test862,validation
test847,validation
test346,validation
test1730,validation
test1704,validation
test574,validation
test634,validation
test2249,validation
test933,validation
test2924,validation
test1334,validation
test3051,validation
test726,validation
test645,validation
test3035,validation
test1731,validation
test251,validation
test1657,validation
test3086,validation
test50,validation
test1482,validation
test2016,validation
test3227,validation
test2692,validation
test1123,validation
test3366,validation
test2974,validation
test2557,validation
test1185,validation
test2080,validation
test235,validation
test3121,validation
test2880,validation
test2369,validation
test1520,validation
test1898,validation
test357,validation
test1953,validation
test401,validation
test630,validation
test2188,validation
test3358,validation
test524,validation
test2208,validation
test2056,validation
test322,validation
test1847,validation
test3281,validation
test1274,validation
test392,validation
test2660,validation
test2287,validation
test2396,validation
test1293,validation
test2872,validation
test3129,validation
test3087,validation
test2724,validation
test3026,validation
test2297,validation
test2910,validation
test592,validation
test631,validation
test3101,validation
test2589,validation
test3353,validation
test988,validation
test3150,validation
test3119,validation
test1817,validation
test1049,validation
test2558,validation
test1278,validation
test398,validation
test3434,validation
test188,validation
test929,validation
test3377,validation
test785,validation
test2326,validation
test1238,validation
test3311,validation
test1732,validation
test2324,validation
test1465,validation
test2082,validation
test20,validation
test2774,validation
test2580,validation
test1663,validation
test2644,validation
test3283,validation
test255,validation
test1994,validation
test285,validation
test682,validation
test2045,validation
test3396,validation
test873,validation
test67,validation
test1829,validation
test8,validation
test3153,validation
test3446,validation
test2550,validation
test3037,validation
test2967,validation
test2352,validation
test384,validation
test1580,validation
test3038,validation
test2069,validation
test1761,validation
test1792,validation
test311,validation
test1210,validation
test297,validation
test261,validation
test2818,validation
test573,validation
test1182,validation
test2180,validation
